"id_ad","title","price","location","description","creation_date","scrape_date","bedrooms","living_area","plot_area","rooms","bathrooms","floors","commission","house_type","year_built","view_counter","active_flag","seller_name","number_of_ads","link","user_type","active_since","longitude","latitude","delta_flag"
"2978105087","Dein Zweifamilienhaus strahlt von außen und besonders von innen ( inkl. Grundstück)","1204624.0","63741 Bayern - Aschaffenburg","# Objektbeschreibung<br />Viel Familie, viel Platz<br /><br />In Dein Zweifamilienhaus haben - Überraschung - zwei Familien Platz. Gemeinsam teilt Ihr Euch die Wohnfläche. Und das bedeutet auch, gemeinsam die Entscheidung zur Gestaltung zu treffen. Dein Zweifamilienhaus überzeugt durch große Fenster für ganz viel Licht, einen großflächigen Wohnbereich und natürlich einem Zugang zum Garten. Perfekt zum Zusammenleben - innen und außen.<br /><br />Bei Living Haus steht Deine Traumküche immer im Fokus. Offene Küche, eine Kochinsel, ganz viel Stauraum und ein ganz großer Esstisch für Freunde und Familie. Das Ganze gleich zweimal - klingt fantastisch, oder?<br />Auf beiden Etagen findest Du eine ähnliche Aufteilung. Offener Wohn-, Essbereich, Bad sowie Schlafzimmer und Kinderzimmer.<br /><br /># Ausstattung<br />Diese Ausstattung ist in Deinem Ausbauhaus Plus bereits im Preis enthalten.<br /><br />- 18 Monate Festpreisgarantie<br />- Hauspreis<br />- Baugrundstück bekommst Du exklusiv nur über mich<br />- Nolte Küche inkl. Geräten und Montage<br />- Bodenplatte<br />- Unabhängige und kostenlose Finanzierungsberatung inkl.<br />250.000 EUR Sonderdarlehen<br />- Architektenleistungen<br />- Wohlfühl - Klima - Heizung<br />- Photovoltaik Anlage<br />- Batteriespeicher<br />- Elektroinstallation<br />- Sanitärrohinstallation<br />- Geschoßtreppe EG/DG<br />- Estrich<br />- Geschlossene Wände ab Werk (Trockenbau)<br />- 3 Fach verglaste Wärmeschutzfenster<br />- Effizienzhaus 55<br />- DGNB Zertifikat in Gold<br />- CrefoZert Zertifikat<br />- Zuhause Paket<br />- Versicherungen<br /><br />In den Abbildungen können Sonderbauteile enthalten sein, die nicht im Preis kalkuliert sind.<br /><br />Grundrissänderungswünsche sind ohne weitere Kosten enthalten.<br /><br />Grundstücksfläche: ca. 628 m²<br /><br /># Lagebeschreibung<br />Das Grundstück liegt im Aschaffenburger Stadtteil Nilkheim.<br />Neben dem Grundstück kann man über einen Pfad die Mainwiesen erreichen - Natur pur (siehe Bilder)<br /><br />Nilkheim zeichnet sich als aufstrebender Stadtteil vor allem durch ein ausgeprägtes Freizeit- und Erholungsangebot aus. So befinden sich beispielsweise der Nilkheimer Park, in welchen auch diverse kulturelle Veranstaltungen abgehalten werden, als auch ein Trampolinpark in kurzer Distanz. Darüber hinaus sind auch der Park Schönbusch sowie zahlreiche Sportvereine im aufstrebenden Stadtteil Nilkheim ansässig.<br /><br />Sämtliche Einkaufsmöglichkeiten sowie Banken, Schulen, Kindergärten, Ärzte, Apotheken und öffentliche Einrichtungen sind ebenfalls in unmittelbarer Nähe.<br /><br />Die Anbindung ins Stadtzentrum Aschaffenburg bzw. bis nach Großostheim, Niederberg, Obernburg, Elsenfeld und Babenhausen ist durch die öffentlichen Verkehrsmittel gewährleistet.<br /><br /># Sonstiges<br />Das ist nur EINS von vielen Beispielen für ein Zweifamilienhaus.<br /><br />Unsere Finanzierungsexperten von Heunfinanz beraten dich gerne über aktuelle Fördermöglichkeiten und das Livinghaus Zuhause Darlehen.<br /><br />Die APP für dein neues Zuhause.<br />Mit der Bau-Cockpit APP hast Du immer alle Infos zu Deinem Fertighaus griffbereit. Alle relevanten Dokumente sowie der Baufortschritt sind mit einem Klick abrufbereit.<br /><br />Ich zeige Dir, wie Du zu Deinem perfekten Traumhaus kommst und freue mich darauf, von Dir zu hören 0170 68 190 14<br /><br />Anbieter-Objekt-ID: 30677-2191","2025-01-17","2025-02-03 14:00:19.180529",4,"205.0","628.0",6,2,2,"Keine zusätzliche Käuferprovision","Mehrfamilienhaus",NULL,270,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",206,"https://www.kleinanzeigen.de/s-anzeige/dein-zweifamilienhaus-strahlt-von-aussen-und-besonders-von-innen-inkl-grundstueck-/2978105087-208-7436","Gewerblicher Nutzer","2024-05-14","9.115508","49.9951707",True
"3009048557","Miete war gestern! Rein ins Eigenheim! Grundstück vorhanden in Nilkheim","709712.0","63741 Bayern - Aschaffenburg",NULL,"2025-02-20","2025-03-07 14:00:11.686436",3,"154.0","276.0",5,1,2,"Keine zusätzliche Käuferprovision","Doppelhaushälfte",2025,215,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",139,"https://www.kleinanzeigen.de/s-anzeige/miete-war-gestern-rein-ins-eigenheim-grundstueck-vorhanden-in-nilkheim/3009048557-208-7436","Gewerblicher Nutzer","2024-05-14","9.115508","49.9951707",True
"2879532184","DHH technikfertig ausgebaut inkl. Keller inkl. Grundstück 14 Wochen Lieferung","414987.0","63776 Bayern - Mömbris","# Objektbeschreibung<br />Willkommen in Ihrem zukünftigen Traumhaus - einer beeindruckenden Doppelhaushälfte in der charmanten Gemeinde Mömbris. Diese projektierten 5-Zimmer-Häuser stehen für individuelle Gestaltungsmöglichkeiten, die es Ihnen ermöglichen, Ihr Zuhause nach Ihren persönlichen Wünschen und Vorstellungen zu verwirklichen. Mit einer großzügigen Wohnfläche von 123,24 m² auf einem ansprechenden Grundstück von 294 m² bietet diese Immobilie ausreichend Platz für Ihre Familie und Freunde. Die durchdachte Raumaufteilung umfasst vier einladende Schlafzimmer, die Ihnen vielseitige Nutzungsmöglichkeiten bieten - sei es als Rückzugsort, Kinderzimmer oder Homeoffice.<br /><br />Das lichtdurchflutete Badezimmer ist mit modernen Annehmlichkeiten ausgestattet: Eine Dusche, eine Wanne und ein Fenster sorgen für Wohlfühlmomente und einen perfekten Start in den Tag. Zudem steht Ihnen ein zusätzliches Gäste-WC zur Verfügung, welches den Komfort Ihrer neuen Wohnsituation unterstreicht. Genießen Sie die Harmonie von stilvollen Bodenbelägen - Fliesen im Badezimmer für eine pflegeleichte Handhabung, Laminat im Wohnbereich für eine warme Atmosphäre und Teppichboden in den Schlafzimmern für ein behagliches Raumgefühl. Diese Kombination ermöglicht nicht nur eine einfache Reinigung, sondern schafft auch eine angenehme Wohnatmosphäre.<br /><br />Die energieeffiziente Bauweise dieses Hauses überzeugt durch innovative Technologien. Ausgestattet mit einer umweltfreundlichen Wärmepumpe genießen Sie nicht nur ein angenehmes Raumklima, sondern leisten gleichzeitig einen wertvollen Beitrag zum Klimaschutz. Das Haus erfüllt die hohen Standards der Energietypen KFW40 und KFW55, was bedeutet, dass Sie nicht nur niedrige Energiekosten erwarten können, sondern auch von staatlichen Förderungen profitieren könnten.<br /><br /># Ausstattung<br />Die Ausstattung dieser Doppelhaushälfte lässt keine Wünsche offen. Die Verwendung hochwertiger Materialien sorgt für Langlebigkeit und Wertbeständigkeit. Zur Standardausstattung gehören:<br />- Energieeffizienzwand<br />- Echtholztreppe<br />- Luft-Wasser-Wärmepumpe<br />- Fußbodenheizung für individuellen Komfort<br />- Be- und Entlüftungsanlage für ein gesundes Raumklima<br />- 3-fach verglaste Fenster inklusive Rollläden mit Aluminiumlamellen für optimale Wärmeisolierung<br />- Hohe Lichte Raumhöhe von 2,75 m für ein großzügiges Raumgefühl<br />- Erhöhte Fenster und Türen für mehr Licht und Luftigkeit<br />- TOXPROOF Gütesiegel - schadstoffgeprüfte Materialien sorgen für Sicherheit in Ihrem Zuhause.<br />Darüber hinaus profitieren Sie von Just-in-Time-Lieferungen sowie der Möglichkeit zur Bemusterung im eigenen Bemusterungszentrum mit Markenprodukten.<br /><br /># Weitere Angaben<br />Objektzustand: Sonstige<br />Bodenbelag: Fliesen, Teppich, Laminat<br /><br />Grundstücksfläche: ca. 294 m²<br /><br /># Lagebeschreibung<br />Diese Doppelhaushälfte befindet sich in einem ruhigen Wohngebiet in Mömbris. Hier wohnen Sie umgeben von einer freundlichen Nachbarschaft und profitieren von der hervorragenden Anbindung an die umliegenden Städte. Die Lage bietet Ihnen nicht nur Ruhe und Erholung, sondern auch alle Annehmlichkeiten des täglichen Lebens in unmittelbarer Nähe: Schulen, Einkaufsmöglichkeiten sowie Freizeitangebote sind bequem erreichbar. Genießen Sie die Natur bei Spaziergängen oder Fahrradtouren in der Umgebung - hier wird Lebensqualität großgeschrieben.<br /><br /># Sonstiges<br />Für alle ambitionierten Bauherren bieten wir das Dienstleistungspaket Active Time bereits im Preis enthalten an. Dieses Paket ermöglicht Ihnen eine Teilübernahme der Arbeiten: Wir übernehmen Estrich, Sanitärinstallation sowie Heizung und Elektroinstallation. Lediglich den Trockenbau gestalten Sie selbst - ideal für diejenigen, die handwerkliches Geschick besitzen und gleichzeitig Zeit sparen möchten.<br /><br />Die einzelnen Dienstleistungen umfassen:<br />1. **Elektro**: Installation unserer Elektromaterialien erfolgt nach Ihrer Dämmung; Lieferung eines Zählerschrankes inklusive Stromkreissicherungsautomaten.<br />2. **Heizung/Sanitär**: Einbau des Heizungssystems inklusive Luft-Wasser-Wärmepumpe; Sanitärobjekte montieren Sie nach dem Verlegen der Fliesen selbst.<br />3. **Estrich**: Lieferung und Verlegung der Dämmung sowie Estricharbeiten werden durch uns fachgerecht übernommen.<br /><br />Mit allkauf entscheiden Sie sich für maximale Sicherheit durch garantierte Festpreis-, Liefer- und Fertigstellungsgarantien - Ihre Sorgen über ungewisse Kosten oder lange Wartezeiten gehören der Vergangenheit an! Vereinbaren Sie noch heute Ihren Termin zur Planung Ihres individuellen Traumhauses!<br /><br /># Energie<br />Heizungsart: Fußbodenheizung<br />Wesentliche Energieträger: Wärmepumpe Luft-Wasser<br /><br />Anbieter-Objekt-ID: BV VS Double10 Keller BY 08.09.24.","2024-12-30","2025-01-27 21:06:13.951171",4,"123.0","294.0",5,1,2,"Keine zusätzliche Käuferprovision","Doppelhaushälfte",NULL,364,False,"allkauf haus GmbH - Vitali Stettinger",2135,"https://www.kleinanzeigen.de/s-anzeige/dhh-technikfertig-ausgebaut-inkl-keller-inkl-grundstueck-14-wochen-lieferung/2879532184-208-7402","Gewerblicher Nutzer","2017-10-17","9.150238037109375","50.06331017328074",True
"3000014016","Zwei Wohnungen und viel Platz!","368000.0","63811 Bayern - Stockstadt a. Main",NULL,"2025-02-10","2025-04-11 18:00:20.533445",NULL,"248.0","480.0",7,2,NULL,"Mit Provision","Mehrfamilienhaus",1930,207,True,"Sparkasse Aschaffenburg Miltenberg - Armin Kunkel",68,"https://www.kleinanzeigen.de/s-anzeige/zwei-wohnungen-und-viel-platz-/3000014016-208-7414","Gewerblicher Nutzer","2016-03-09","9.0570829","49.9790827",True
"3013812033","Zwei Familien, ein zu Hause voller Verbundenheit.","933171.0","63768 Bayern - Hösbach",NULL,"2025-02-25","2025-03-16 06:00:18.554275",6,"243.0","740.0",8,2,2,"Keine zusätzliche Käuferprovision","Mehrfamilienhaus",NULL,129,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",147,"https://www.kleinanzeigen.de/s-anzeige/zwei-familien-ein-zu-hause-voller-verbundenheit-/3013812033-208-7440","Gewerblicher Nutzer","2024-05-14","9.2148331","50.0338594",True
"2996271930","Wohnhaus im Herzen von Niedernberg","370000.0","63843 Bayern - Niedernberg",NULL,"2025-04-07","2025-04-11 18:00:07.990058",4,"150.0","1031.0",7,2,3,"Mit Provision","Mehrfamilienhaus",NULL,2348,True,"ProWohnen  Miteinander leben GmbH - Jürgen Blitz",37,"https://www.kleinanzeigen.de/s-anzeige/wohnhaus-im-herzen-von-niedernberg/2996271930-208-7412",NULL,NULL,"9.1281039","49.9114587",True
"3002656572","Familienidyll in Aschaffenburg-Leider: Doppelhaushälfte mit großem Garten zum Top-Preis!","449000.0","63741 Bayern - Aschaffenburg",NULL,"2025-02-13","2025-02-25 14:00:03.946921",4,"135.0","505.0",5,1,2,"Mit Provision","Doppelhaushälfte",1978,922,False,"Deutsche Bank Immobilien GmbH - Dusan Lucic",7,"https://www.kleinanzeigen.de/s-anzeige/familienidyll-in-aschaffenburg-leider-doppelhaushaelfte-mit-grossem-garten-zum-top-preis-/3002656572-208-7436",NULL,NULL,"9.115508","49.9951707",True
"3037583166","Haus zum verkauft","335000.0","63533 Hessen - Mainhausen",NULL,"2025-03-23","2025-04-11 18:00:24.255501",3,"100.0","300.0",4,1,2,"Keine zusätzliche Käuferprovision",NULL,NULL,909,True,"Cristina und Filip",NULL,"https://www.kleinanzeigen.de/s-anzeige/haus-zum-verkauft/3037583166-208-4824","Privater Nutzer","2024-01-21","9.0150043","50.0134137",NULL
"2899918430","Historisch wertvolles Gebäude im Herzen der Stadt","1500000.0","63739 Bayern - Aschaffenburg",NULL,"2025-04-08","2025-04-11 18:00:26.532319",14,"564.0","237.0",18,4,4,"Mit Provision","Mehrfamilienhaus",1804,4750,True,"Aschaffenburg - Christine Schröder-Denk",5,"https://www.kleinanzeigen.de/s-anzeige/historisch-wertvolles-gebaeude-im-herzen-der-stadt/2899918430-208-7437","Gewerblicher Nutzer","2023-11-22","9.1648907","49.973154",True
"3041573762","Provisionsfrei - schnell sein! Zweifamilienhaus in 63776 Mömbris","287000.0","63776 Bayern - Mömbris",NULL,"2025-03-28","2025-04-11 18:00:17.59285",NULL,"154.0","571.0",NULL,NULL,NULL,"Keine zusätzliche Käuferprovision",NULL,1955,824,True,"Argetra GmbH",5605,"https://www.kleinanzeigen.de/s-anzeige/provisionsfrei-schnell-sein-zweifamilienhaus-in-63776-moembris/3041573762-208-7402",NULL,NULL,"9.150238037109375","50.06331017328074",True
"2695871424","STREIF-HOME&GENERATION Zweifamilienhaus CITY 190  Zwei Wohnungen, eine gut durchdachte Grundrissplanung und eine moderne Eleganz in der Architektu","799000.0","63791 Bayern - Karlstein",NULL,"2025-03-28","2025-04-11 18:00:17.563395",3,"240.0","429.0",4,1,2,"Keine zusätzliche Käuferprovision","Mehrfamilienhaus",2024,1687,True,"STREIF Haus GmbH - Frank Kress - STREIF Handelsvertreter",4020,"https://www.kleinanzeigen.de/s-anzeige/streif-home-generation-zweifamilienhaus-city-190-zwei-wohnungen-eine-gut-durchdachte-grundrissplanung-und-eine-moderne-eleganz-in-der-architektu/2695871424-208-4821",NULL,NULL,"9.040374755859375","50.046116449029974",True
"3020099962","Nachhaltig Bauen: So gestalten Sie Ihr Haus zukunftssicher","610058.0","63834 Bayern - Sulzbach a. Main",NULL,"2025-03-05","2025-03-18 22:00:09.78507",3,"210.0","1352.0",7,1,2,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",NULL,93,False,"Matthias Lüdtke - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living",51,"https://www.kleinanzeigen.de/s-anzeige/nachhaltig-bauen-so-gestalten-sie-ihr-haus-zukunftssicher/3020099962-208-7409","Gewerblicher Nutzer","2025-02-10","9.1750742","49.9128972",True
"2987287813","Dein Living Haus, mit Sonderdarlehen und Küche inklusive","846507.0","63814 Bayern - Mainaschaff",NULL,"2025-01-27","2025-02-13 14:00:26.690375",4,"166.0","798.0",5,2,2,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",NULL,124,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",200,"https://www.kleinanzeigen.de/s-anzeige/dein-living-haus-mit-sonderdarlehen-und-kueche-inklusive/2987287813-208-7435","Gewerblicher Nutzer","2024-05-14","9.0887049","49.9843535",True
"3039561078","Mehrfamilienhaus mit Anabu für 4 Partien","990000.0","63801 Bayern - Kleinostheim",NULL,"2025-03-26","2025-04-10 14:00:16.899349",4,"300.0","450.0",18,4,3,"Keine zusätzliche Käuferprovision","Mehrfamilienhaus",1978,556,False,"Meyer",NULL,"https://www.kleinanzeigen.de/s-anzeige/mehrfamilienhaus-mit-anabu-fuer-4-partien/3039561078-208-7433","Privater Nutzer","2023-08-01","9.0701576","50.019441",True
"3013812056","Raus aus der Miete, rein in die eigenen 4 Wände!","508748.0","63768 Bayern - Hösbach",NULL,"2025-02-25","2025-03-16 06:00:18.60715",2,"117.0","370.0",3,1,2,"Keine zusätzliche Käuferprovision","Doppelhaushälfte",NULL,136,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",147,"https://www.kleinanzeigen.de/s-anzeige/raus-aus-der-miete-rein-in-die-eigenen-4-waende-/3013812056-208-7440","Gewerblicher Nutzer","2024-05-14","9.2148331","50.0338594",True
"3003167604","Klein aber MEINS! Grundstück vorhanden in Nilkheim","644939.0","63741 Bayern - Aschaffenburg",NULL,"2025-02-13","2025-02-25 14:00:22.886618",2,"113.0","326.0",4,1,2,"Keine zusätzliche Käuferprovision","Doppelhaushälfte",NULL,113,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",167,"https://www.kleinanzeigen.de/s-anzeige/klein-aber-meins-grundstueck-vorhanden-in-nilkheim/3003167604-208-7436","Gewerblicher Nutzer","2024-05-14","9.115508","49.9951707",True
"3000985879","Gepflegtes Anwesen zur Kapitalanlage","349000.0","63814 Bayern - Mainaschaff",NULL,"2025-03-13","2025-04-11 18:00:20.453063",NULL,"123.0","445.0",4,2,NULL,"Mit Provision","Einfamilienhaus freistehend",1925,1894,True,"Sparkasse Aschaffenburg Miltenberg - Natascha Köhler",68,"https://www.kleinanzeigen.de/s-anzeige/gepflegtes-anwesen-zur-kapitalanlage/3000985879-208-7435","Gewerblicher Nutzer","2016-03-09","9.0887049","49.9843535",True
"2951852439","ZUHAUSE MIT URBANEM FLAIR","269900.0","63849 Bayern - Leidersbach",NULL,"2025-03-24","2025-04-02 06:00:04.427501",3,"124.0",NULL,4,1,2,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",NULL,923,False,"OKAL-Verkaufsleitung Mitte-West - Daniel Fröhlich",1038,"https://www.kleinanzeigen.de/s-anzeige/zuhause-mit-urbanem-flair/2951852439-208-7430","Gewerblicher Nutzer","2024-10-30","9.2413586","49.8921045",True
